18,nan,634.000000,764.000000,1132.000000
19,27.000000,559.000000,149.747579,677.819037
33,21.000000,380.000000,414.000000,652.000000
62,35.000000,824.000000,639.000000,1262.000000
114,35.533716,570.000000,240.476374,741.879740
146,8.903114,211.000000,777.295485,898.943397
156,nan,802.000000,160.000000,887.000000
163,17.638655,317.000000,215.134078,462.578667
164,4.000000,146.000000,474.106402,559.310549
179,nan,490.000000,330.000000,733.000000
186,nan,890.000000,1028.000000,1544.000000
215,nan,639.000000,828.000000,1038.000000
225,39.000000,705.000000,108.230819,756.951236
227,nan,841.000000,864.000000,1374.000000
247,39.900256,623.000000,188.781774,738.117480
275,19.000000,466.000000,744.000000,924.000000
311,nan,593.000000,557.000000,1253.000000
399,nan,746.000000,377.000000,1154.000000
421,50.000000,932.000000,247.000000,1064.000000
432,50.506787,840.000000,302.646788,1028.265177
442,33.000000,672.000000,213.156239,808.081722
459,19.000000,336.000000,229.571648,491.048461
492,nan,1089.000000,255.000000,1229.000000
507,nan,220.000000,983.000000,866.000000
631,nan,568.000000,871.000000,1138.000000
707,44.000000,814.000000,74.295950,836.507376
723,nan,156.000000,911.000000,751.000000
1003,40.169118,603.000000,314.000000,795.296875
1065,55.705882,854.000000,389.696392,1103.018055
1136,nan,791.000000,806.000000,1279.000000
1187,nan,623.000000,805.000000,1157.000000
1202,nan,755.000000,279.000000,901.000000
1216,nan,591.000000,668.000000,1112.000000
1263,53.131148,765.000000,873.000000,1226.323770
1279,nan,207.000000,863.000000,718.000000
1293,29.904412,506.000000,297.646113,714.855150
1306,19.000000,430.000000,278.000000,601.000000
1314,nan,653.000000,894.000000,1302.000000
1323,42.018975,352.000000,694.000000,795.903226
1364,36.253394,420.000000,823.198069,1010.941309
1384,24.254902,417.000000,186.000000,529.694444
1406,45.235294,752.000000,285.889083,936.539101
1408,33.000000,561.000000,707.000000,1025.000000
1425,54.317261,806.000000,163.000000,880.483607
1476,nan,493.000000,504.000000,844.000000
1508,nan,823.000000,422.000000,1132.000000
1534,nan,519.000000,696.000000,971.000000
1542,nan,788.000000,471.000000,1161.000000
1565,51.973963,725.000000,228.000000,829.143443
1582,24.000000,417.000000,245.000000,563.000000
1620,nan,310.000000,950.000000,919.000000
1650,34.596639,587.000000,227.000000,719.000000
1729,nan,425.000000,799.000000,994.000000
1748,nan,489.000000,506.000000,771.000000
1892,12.000000,281.000000,714.329004,822.844882
2075,7.000000,179.000000,883.000000,749.000000
2081,28.117647,230.000000,409.112477,514.410908
2226,48.000000,941.000000,406.573557,1217.741548
2276,38.000000,784.000000,141.608659,878.360355
2288,30.058824,506.000000,128.147579,579.594022
2381,11.000000,253.000000,773.155215,937.691589
2434,37.000000,742.000000,299.000000,926.000000
2440,nan,532.000000,584.000000,903.000000
2476,13.343402,133.000000,749.000000,630.506757
2513,31.369748,523.000000,150.000000,598.321429
2528,nan,390.000000,404.000000,664.000000
2644,35.000000,733.000000,116.410009,799.665650
2669,28.893738,490.000000,612.021695,917.541270
2724,29.000000,501.000000,326.000000,678.000000
2740,18.971383,251.000000,775.681309,811.734328
2766,33.941176,574.000000,451.000000,849.000000
2807,59.147059,991.000000,327.566923,1208.436170
2869,28.000000,506.000000,53.796625,525.673976
2874,8.000000,164.000000,940.000000,685.000000
2949,nan,987.000000,319.000000,1141.000000
3028,nan,387.000000,714.000000,876.000000
3079,16.000000,353.000000,100.889199,419.861671
3110,43.629758,654.000000,483.000000,954.970588
3232,23.454690,345.000000,279.907868,536.175190
3252,36.000000,883.000000,744.000000,1200.000000
3301,56.000000,1013.000000,187.000000,1100.000000
3357,33.000000,689.000000,81.233520,724.611294
3419,nan,804.000000,754.000000,1273.000000
3449,41.000000,772.000000,605.163990,1187.062477
3665,51.000000,873.000000,335.000000,1056.000000
3747,nan,676.000000,568.000000,989.000000
3769,28.647059,221.000000,937.920788,890.056976
3770,36.978328,624.000000,304.604493,823.000132
3864,nan,293.000000,691.000000,712.000000
3895,8.520362,188.000000,762.000000,698.923077
4033,30.000000,600.000000,354.000000,813.000000
4034,nan,475.000000,246.000000,661.000000
4063,43.237852,710.000000,639.740480,1150.815743
4099,49.929412,848.000000,400.893017,1108.184421
4192,28.000000,761.000000,743.000000,1101.000000
4195,nan,1086.000000,677.000000,1490.000000
4294,nan,491.000000,993.000000,1185.000000
4396,nan,545.000000,941.000000,1168.000000
4462,nan,1092.000000,361.000000,1375.000000
4585,nan,382.000000,671.000000,819.000000
4592,50.000000,908.000000,60.798650,916.670605
4593,nan,403.000000,622.000000,820.000000
4625,32.000000,624.000000,61.156355,647.410634
4673,15.734280,275.000000,690.000000,733.146552
4682,35.000000,795.000000,67.155680,818.740863
4693,41.161765,630.000000,596.087501,1046.138022
4724,32.707472,539.000000,244.000000,683.790541
4790,12.000000,308.000000,727.169274,873.142472
4997,38.000000,1354.000000,376.000000,1538.000000
5066,25.000000,701.000000,27.000000,702.000000
5100,12.000000,268.000000,582.000000,683.000000
5142,nan,635.000000,579.000000,1025.000000
5143,nan,654.000000,979.000000,1220.000000
5225,20.000000,517.000000,692.000000,939.000000
5236,35.000000,643.000000,343.298417,869.503269
5271,11.000000,292.000000,860.441039,1024.177767
5314,47.069519,414.000000,806.122254,984.322751
5332,23.000000,673.000000,889.000000,1235.000000
5361,10.000000,256.000000,549.867366,653.891672
5380,22.000000,595.000000,29.000000,600.000000
5383,32.000000,632.000000,176.000000,725.000000
5461,28.000000,514.000000,329.000000,709.000000
5489,10.117647,228.000000,708.000000,674.750000
5496,36.338235,597.000000,680.294135,1072.195937
5520,nan,434.000000,685.000000,974.000000
5568,47.104575,707.000000,357.000000,888.634259
5588,35.000000,777.000000,730.560615,1387.959699
5620,35.000000,652.000000,65.236220,676.277695
5681,32.000000,554.000000,159.000000,632.000000
5692,32.000000,561.000000,202.197859,691.683338
5704,25.000000,618.000000,705.076025,1171.329402
5740,47.000000,869.000000,162.000000,942.000000
5747,19.000000,399.000000,410.747347,688.091449
5856,nan,311.000000,838.000000,804.000000
5913,nan,154.000000,549.000000,662.000000
5970,21.278075,365.000000,283.000000,555.000000
6109,47.000000,1088.000000,515.545322,1491.225470
6163,23.705882,403.000000,805.000000,893.208333
6244,nan,874.000000,453.000000,1171.000000
6254,38.260504,625.000000,210.000000,710.398810
6516,36.000000,750.000000,213.276374,882.210857
6520,31.319328,522.000000,996.491202,1235.887643
6544,39.000000,663.000000,272.000000,781.000000
6658,nan,387.000000,403.000000,708.000000
6668,46.000000,863.000000,427.071532,1163.260774
6770,49.000000,1232.000000,436.014502,1562.748231
6821,63.391572,1002.000000,456.770857,1313.409023
6822,nan,542.000000,702.000000,1157.000000
